file,header,seq_len,query_len,edits,re_time,re_mem,shiftor_time,shiftor_mem,levenshtein_time,levenshtein_mem
dna_low_complexity_len500_0.fasta,dna|low_complexity|len500|i0,500,50,1,0.00043530005495995283,63672320,0.011992699990514666,63672320,0.06364429998211563,63672320
dna_low_complexity_len500_0.fasta,dna|low_complexity|len500|i0,500,50,2,0.00021620001643896103,63672320,0.008561099995858967,63672320,0.07261029997607693,63672320
dna_low_complexity_len500_0.fasta,dna|low_complexity|len500|i0,500,50,3,0.00021899997955188155,63672320,0.008044800022616982,63672320,0.08244069997454062,63672320
dna_low_complexity_len500_0.fasta,dna|low_complexity|len500|i0,500,50,4,0.00022600003285333514,63672320,0.01350479997927323,63672320,0.07914790004724637,63672320
dna_low_complexity_len500_0.fasta,dna|low_complexity|len500|i0,500,50,5,0.00022899999748915434,63672320,0.010126999986823648,63672320,0.08525000000372529,63672320
dna_mutated_len100_0.fasta,dna|mutated|len100|i0,100,20,0,0.00018390000332146883,63672320,0.0014278999879024923,63672320,0.006166099978145212,63672320
dna_mutated_len100_0.fasta,dna|mutated|len100|i0,100,20,1,0.0002096000243909657,63672320,0.0014554000226780772,63672320,0.004703600017819554,63672320
dna_mutated_len100_0.fasta,dna|mutated|len100|i0,100,20,2,0.0001677999971434474,63672320,0.001465399982407689,63672320,0.0046375999809242785,63672320
dna_mutated_len100_0.fasta,dna|mutated|len100|i0,100,20,3,0.00018269999418407679,63672320,0.0014075000071898103,63672320,0.009613299975171685,63672320
dna_mutated_len100_0.fasta,dna|mutated|len100|i0,100,20,4,0.00017719995230436325,63672320,0.0015093000256456435,63672320,0.005739099986385554,63672320
dna_mutated_len100_0.fasta,dna|mutated|len100|i0,100,20,5,0.0003388000186532736,63676416,0.0015580999897792935,63676416,0.008543899981305003,63676416
dna_mutated_len100_0.fasta,dna|mutated|len100|i0,100,20,0,0.0002207000507041812,63676416,0.0021459999843500555,63676416,0.006409899971913546,63676416
dna_mutated_len100_0.fasta,dna|mutated|len100|i0,100,20,1,0.00024880003184080124,63676416,0.003516900003887713,63676416,0.004902800021227449,63676416
dna_mutated_len100_0.fasta,dna|mutated|len100|i0,100,20,2,0.00017660000594332814,63676416,0.0014333000290207565,63676416,0.005356999987270683,63676416
dna_mutated_len100_0.fasta,dna|mutated|len100|i0,100,20,3,0.00017119996482506394,63680512,0.001411600038409233,63680512,0.005071900028269738,63680512
dna_mutated_len100_0.fasta,dna|mutated|len100|i0,100,20,4,0.00019460002658888698,63680512,0.0014534000074490905,63680512,0.005495999997947365,63680512
dna_mutated_len100_0.fasta,dna|mutated|len100|i0,100,20,5,0.00020509999012574553,63680512,0.0014161999570205808,63680512,0.0058929999941028655,63680512
dna_mutated_len100_0.fasta,dna|mutated|len100|i0,100,20,0,0.00017820001812651753,63680512,0.001575700007379055,63680512,0.004752100037876517,63680512
dna_mutated_len100_0.fasta,dna|mutated|len100|i0,100,20,1,0.00017169996863231063,63680512,0.0014213999966159463,63680512,0.004795300017576665,63680512
dna_mutated_len100_0.fasta,dna|mutated|len100|i0,100,20,2,0.0004225000157020986,63688704,0.0019238999811932445,63688704,0.007569100009277463,63688704
dna_mutated_len100_0.fasta,dna|mutated|len100|i0,100,20,3,0.000249299977440387,63688704,0.0016418000450357795,63688704,0.005363799980841577,63688704
dna_mutated_len100_0.fasta,dna|mutated|len100|i0,100,20,4,0.00035639997804537416,63688704,0.0014621000154875219,63688704,0.0061997000011615455,63688704
dna_mutated_len100_0.fasta,dna|mutated|len100|i0,100,20,5,0.00024850002955645323,63688704,0.0014615999534726143,63688704,0.04236029996536672,63688704
dna_mutated_len100_0.fasta,dna|mutated|len100|i0,100,50,0,0.0002354000462219119,63692800,0.0017452000174671412,63692800,0.005696300009731203,63692800
dna_mutated_len100_0.fasta,dna|mutated|len100|i0,100,50,1,0.00020940002286806703,63692800,0.001644000003580004,63692800,0.007462499954272062,63692800
dna_mutated_len100_0.fasta,dna|mutated|len100|i0,100,50,2,0.00020820001373067498,63692800,0.0016667000018060207,63692800,0.007181000022683293,63692800
dna_mutated_len100_0.fasta,dna|mutated|len100|i0,100,50,3,0.00022079999325796962,63692800,0.0016338999848812819,63692800,0.008136000018566847,63692800
dna_mutated_len100_0.fasta,dna|mutated|len100|i0,100,50,4,0.0002294000005349517,63696896,0.0016478999750688672,63696896,0.01334909995784983,63696896
dna_mutated_len100_0.fasta,dna|mutated|len100|i0,100,50,5,0.000202000024728477,63696896,0.0020070000318810344,63696896,0.009388100006617606,63696896
dna_mutated_len100_0.fasta,dna|mutated|len100|i0,100,50,0,0.00022570003056898713,63696896,0.0016564999823458493,63696896,0.005642600008286536,63696896
dna_mutated_len100_0.fasta,dna|mutated|len100|i0,100,50,1,0.0002096000243909657,63696896,0.0018293000175617635,63696896,0.0077726999879814684,63696896
dna_mutated_len100_0.fasta,dna|mutated|len100|i0,100,50,2,0.00021620001643896103,63696896,0.003603899967856705,63696896,0.01087050000205636,63696896
dna_mutated_len100_0.fasta,dna|mutated|len100|i0,100,50,3,0.00022960000205785036,63696896,0.0016670000040903687,63696896,0.014999100007116795,63700992
