pattern_name,category,algorithm,pattern_length,preprocessing_time_ms,search_time_ms,cpu_time_ms,total_time_ms,total_time_with_preprocessing_ms,matches_count,comparisons,hash_verifications,peak_memory_kb,throughput_bp_per_ms
avg_long_7,average,regex,217,0.0,2.320458006579429,2.3199999999992116,2.320458006579429,2.320458006579429,1,,,13.08,215474.7031
avg_long_8,average,kmp,214,0.0,191.32308301050216,190.50800000000123,191.32308301050216,191.32308301050216,1,,,1.86,2613.3804
avg_long_8,average,boyer_moore,214,0.0,103.45820899237879,102.80899999999882,103.45820899237879,103.45820899237879,1,,,3.47,4832.8693
avg_long_8,average,rabin_karp,214,0.0,147.79612500569783,147.12800000000038,147.79612500569783,147.79612500569783,1,,,0.48,3383.0386
avg_long_8,average,suffix_tree,214,23.088236114134602,0.12812501518055797,0.1289999999993796,0.12812501518055797,23.21636112931516,1,,,0.14,3902438.562
avg_long_8,average,regex,214,0.0,2.4172499834094197,2.4090000000001055,2.4172499834094197,2.4172499834094197,1,,,12.94,206846.6246
avg_long_9,average,kmp,300,0.0,193.56770897866227,192.56400000000085,193.56770897866227,193.56770897866227,1,,,2.59,2583.0755
avg_long_9,average,boyer_moore,300,0.0,137.63945800019428,136.96799999999953,137.63945800019428,137.63945800019428,1,,,13.24,3632.6792
avg_long_9,average,rabin_karp,300,0.0,147.93004200328141,147.28099999999955,147.93004200328141,147.93004200328141,1,,,0.65,3379.9761
avg_long_9,average,suffix_tree,300,23.088236114134602,0.24491699878126383,0.2460000000006346,0.24491699878126383,23.333153112915866,1,,,0.17,2041507.9496
avg_long_9,average,regex,300,0.0,2.872375014703721,2.8639999999988675,2.872375014703721,2.872375014703721,1,,,17.79,174071.9779
avg_medium_0,average,naive,32,0.0,666.7430830129888,664.1680000000001,666.7430830129888,666.7430830129888,1,,,1.15,749.914
avg_medium_0,average,kmp,32,0.0,194.7858749772422,194.00300000000038,194.7858749772422,194.7858749772422,1,,,0.44,2566.9212
avg_medium_0,average,boyer_moore,32,0.0,149.28970800247043,148.57300000000072,149.28970800247043,149.28970800247043,1,,,0.63,3349.1927
avg_medium_0,average,rabin_karp,32,0.0,147.54333402379416,146.7159999999996,147.54333402379416,147.54333402379416,1,,,0.12,3388.8349
avg_medium_0,average,suffix_tree,32,23.088236114134602,0.05458400119096041,0.05499999999969418,0.05458400119096041,23.142820115325563,1,,,0.14,9160193.2634
avg_medium_0,average,regex,32,0.0,2.216667024185881,2.2169999999999135,2.216667024185881,2.216667024185881,1,,,2.38,225563.8734
avg_medium_1,average,naive,48,0.0,666.6330420121085,664.2319999999984,666.6330420121085,666.6330420121085,1,,,0.25,750.0378
avg_medium_1,average,kmp,48,0.0,192.49145800131373,191.69199999999975,192.49145800131373,192.49145800131373,1,,,0.56,2597.5179
avg_medium_1,average,boyer_moore,48,0.0,210.64420798211358,209.72600000000165,210.64420798211358,210.64420798211358,1,,,0.88,2373.6708
avg_medium_1,average,rabin_karp,48,0.0,147.36795899807476,146.60100000000043,147.36795899807476,147.36795899807476,1,,,0.16,3392.8678
avg_medium_1,average,suffix_tree,48,23.088236114134602,0.06345799192786217,0.06199999999978445,0.06345799192786217,23.151694106062465,1,,,0.14,7879228.2077
avg_medium_1,average,regex,48,0.0,2.153958019334823,2.1460000000015356,2.153958019334823,2.153958019334823,1,,,3.41,232130.8008
avg_medium_10,average,naive,30,0.0,653.8784170115832,650.8760000000002,653.8784170115832,653.8784170115832,1,,,0.25,764.6682
avg_medium_10,average,kmp,30,0.0,190.31587499193847,189.26400000000143,190.31587499193847,190.31587499193847,1,,,0.42,2627.2112
avg_medium_10,average,boyer_moore,30,0.0,167.12183301569894,166.29700000000014,167.12183301569894,167.12183301569894,1,,,0.6,2991.8293
avg_medium_10,average,rabin_karp,30,0.0,147.61466599884443,146.88100000000048,147.61466599884443,147.61466599884443,1,,,0.12,3387.1973
avg_medium_10,average,suffix_tree,30,23.088236114134602,0.05400000372901559,0.053999999998666226,0.05400000372901559,23.142236117863618,1,,,0.14,9259258.6199
avg_medium_10,average,regex,30,0.0,1.9029999966733158,1.9020000000011805,1.9029999966733158,1.9029999966733158,1,,,2.26,262743.0378
avg_medium_11,average,naive,50,0.0,666.3421250123065,663.4530000000005,666.3421250123065,666.3421250123065,1,,,0.25,750.3653
avg_medium_11,average,kmp,50,0.0,192.83870799699798,192.048999999999,192.83870799699798,192.83870799699798,1,,,0.58,2592.8404
avg_medium_11,average,boyer_moore,50,0.0,165.92770899296738,165.13400000000013,165.92770899296738,165.92770899296738,1,,,0.91,3013.3605
avg_medium_11,average,rabin_karp,50,0.0,146.63420798024163,145.899,146.63420798024163,146.63420798024163,1,,,0.16,3409.8455
avg_medium_11,average,suffix_tree,50,23.088236114134602,0.048874993808567524,0.04900000000063187,0.048874993808567524,23.13711110794317,1,,,0.14,10230180.3241
avg_medium_11,average,regex,50,0.0,1.9648750021588057,1.964000000000965,1.9648750021588057,1.9648750021588057,1,,,3.51,254469.1135
avg_medium_12,average,naive,42,0.0,665.7567500078585,663.1540000000023,665.7567500078585,665.7567500078585,1,,,0.25,751.0251
avg_medium_12,average,kmp,42,0.0,193.68220900651067,192.72700000000142,193.68220900651067,193.68220900651067,1,,,0.52,2581.5484
avg_medium_12,average,boyer_moore,42,0.0,136.42641602200456,135.70700000000002,136.42641602200456,136.42641602200456,1,,,0.79,3664.9794
avg_medium_12,average,rabin_karp,42,0.0,147.62562501709908,146.7470000000013,147.62562501709908,147.62562501709908,1,,,0.14,3386.9459
avg_medium_12,average,suffix_tree,42,23.088236114134602,0.060416990891098976,0.06000000000128125,0.060416990891098976,23.1486531050257,1,,,0.14,8275817.657
avg_medium_12,average,regex,42,0.0,2.3185410245787352,2.290999999999599,2.3185410245787352,2.3185410245787352,1,,,3.13,215652.8587
avg_medium_13,average,naive,43,0.0,669.0023339760955,666.3619999999994,669.0023339760955,669.0023339760955,1,,,0.25,747.3815
avg_medium_13,average,kmp,43,0.0,190.7787499949336,189.87399999999965,190.7787499949336,190.7787499949336,1,,,0.52,2620.837
avg_medium_13,average,boyer_moore,43,0.0,204.7298329998739,203.79199999999997,204.7298329998739,204.7298329998739,1,,,0.8,2442.243
avg_medium_13,average,rabin_karp,43,0.0,147.37349998904392,146.45499999999956,147.37349998904392,147.37349998904392,1,,,0.15,3392.7402
avg_medium_13,average,suffix_tree,43,23.088236114134602,0.0609580019954592,0.06000000000128125,0.0609580019954592,23.14919411613006,1,,,0.14,8202368.5756
avg_medium_13,average,regex,43,0.0,2.0398330234456807,2.034999999999343,2.0398330234456807,2.0398330234456807,1,,,3.18,245118.1024
avg_medium_14,average,naive,41,0.0,667.8057499811985,665.2799999999992,667.8057499811985,667.8057499811985,1,,,0.25,748.7207
avg_medium_14,average,kmp,41,0.0,193.95666700438596,193.25100000000006,193.95666700438596,193.95666700438596,1,,,0.51,2577.8954
avg_medium_14,average,boyer_moore,41,0.0,274.6960840013344,273.8949999999995,274.6960840013344,274.6960840013344,1,,,0.77,1820.1934
avg_medium_14,average,rabin_karp,41,0.0,146.55483400565572,146.0720000000002,146.55483400565572,146.55483400565572,1,,,0.14,3411.6923
avg_medium_14,average,suffix_tree,41,23.088236114134602,0.06120800389908254,0.06099999999875649,0.06120800389908254,23.149444118033685,1,,,0.14,8168866.2944
avg_medium_14,average,regex,41,0.0,2.207833022112027,2.2090000000005716,2.207833022112027,2.207833022112027,1,,,2.9,226466.4017
avg_medium_15,average,naive,34,0.0,664.7729579999577,662.4860000000012,664.7729579999577,664.7729579999577,1,,,0.25,752.1365
avg_medium_15,average,kmp,34,0.0,196.4450830128044,195.62099999999916,196.4450830128044,196.4450830128044,1,,,0.45,2545.2406
avg_medium_15,average,boyer_moore,34,0.0,277.3062909836881,274.32500000000107,277.3062909836881,277.3062909836881,1,,,0.66,1803.0604
avg_medium_15,average,rabin_karp,34,0.0,147.66345798852853,146.80500000000052,147.66345798852853,147.66345798852853,1,,,0.13,3386.0781
avg_medium_15,average,suffix_tree,34,23.088236114134602,0.11545800953172147,0.08700000000061436,0.11545800953172147,23.203694123666324,1,,,0.14,4330578.7275
avg_medium_15,average,regex,34,0.0,2.130750013748184,2.1310000000021034,2.130750013748184,2.130750013748184,1,,,2.51,234659.1561
avg_medium_16,average,naive,34,0.0,657.2466670186259,654.5769999999998,657.2466670186259,657.2466670186259,1,,,0.25,760.7494
avg_medium_16,average,kmp,34,0.0,189.78358400636353,188.71900000000252,189.78358400636353,189.78358400636353,1,,,0.45,2634.5798
avg_medium_16,average,boyer_moore,34,0.0,175.15491601079702,174.35399999999746,175.15491601079702,175.15491601079702,1,,,0.66,2854.6159
avg_medium_16,average,rabin_karp,34,0.0,147.81158400001004,146.8999999999987,147.81158400001004,147.81158400001004,1,,,0.13,3382.6848
avg_medium_16,average,suffix_tree,34,23.088236114134602,0.04841599729843438,0.047999999999603915,0.04841599729843438,23.136652111433037,1,,,0.14,10327165.1499
avg_medium_16,average,regex,34,0.0,2.019082981860265,2.0169999999986032,2.019082981860265,2.019082981860265,1,,,2.51,247637.1722
avg_medium_17,average,naive,43,0.0,673.6342920048628,669.9159999999971,673.6342920048628,673.6342920048628,1,,,0.25,742.2425
avg_medium_17,average,kmp,43,0.0,193.07187499362044,192.1129999999991,193.07187499362044,193.07187499362044,1,,,0.52,2589.7091
avg_medium_17,average,boyer_moore,43,0.0,308.63458398380317,307.30000000000143,308.63458398380317,308.63458398380317,1,,,0.8,1620.0388
avg_medium_17,average,rabin_karp,43,0.0,148.55679200263694,147.80700000000024,148.55679200263694,148.55679200263694,1,,,0.15,3365.7162
avg_medium_17,average,suffix_tree,43,23.088236114134602,0.06066600326448679,0.06099999999875649,0.06066600326448679,23.14890211739909,1,,,0.14,8241848.368
avg_medium_17,average,regex,43,0.0,1.9308330083731562,1.9320000000000448,1.9308330083731562,1.9308330083731562,1,,,3.18,258955.5895
avg_medium_18,average,naive,33,0.0,673.4075830026995,670.931999999997,673.4075830026995,673.4075830026995,1,,,0.25,742.4924
avg_medium_18,average,kmp,33,0.0,190.6941659981385,189.89299999999787,190.6941659981385,190.6941659981385,1,,,0.45,2621.9995
avg_medium_18,average,boyer_moore,33,0.0,291.5149170148652,289.00099999999895,291.5149170148652,291.5149170148652,1,,,0.64,1715.1781
avg_medium_18,average,rabin_karp,33,0.0,147.89758398546837,147.1209999999985,147.89758398546837,147.89758398546837,1,,,0.13,3380.7178
avg_medium_18,average,suffix_tree,33,23.088236114134602,0.0638750207144767,0.06399999999828765,0.0638750207144767,23.15211113484908,1,,,0.14,7827786.1112
avg_medium_18,average,regex,33,0.0,2.487125020707026,2.4629999999987717,2.487125020707026,2.487125020707026,1,,,2.49,201035.3303
avg_medium_19,average,naive,38,0.0,735.3669999865815,677.7060000000006,735.3669999865815,735.3669999865815,1,,,0.25,679.9326
avg_medium_19,average,kmp,38,0.0,191.25054197502322,190.43700000000285,191.25054197502322,191.25054197502322,1,,,0.48,2614.3717
avg_medium_19,average,boyer_moore,38,0.0,220.35583399701864,219.1230000000033,220.35583399701864,220.35583399701864,1,,,0.72,2269.0572
avg_medium_19,average,rabin_karp,38,0.0,147.9755420004949,147.2529999999992,147.9755420004949,147.9755420004949,1,,,0.14,3378.9368
avg_medium_19,average,suffix_tree,38,23.088236114134602,0.11404199176467955,0.11399999999994748,0.11404199176467955,23.202278105899282,1,,,0.14,4384349.9422
avg_medium_19,average,regex,38,0.0,2.2697499953210354,2.2529999999996164,2.2697499953210354,2.2697499953210354,1,,,2.66,220288.5785
avg_medium_2,average,naive,56,0.0,652.6851250091568,649.9919999999975,652.6851250091568,652.6851250091568,1,,,0.25,766.0662
avg_medium_2,average,kmp,56,0.0,187.89570897934027,186.84299999999965,187.89570897934027,187.89570897934027,1,,,0.62,2661.0507
avg_medium_2,average,boyer_moore,56,0.0,137.27183398441412,136.6650000000007,137.27183398441412,137.27183398441412,1,,,1.0,3642.4078
avg_medium_2,average,rabin_karp,56,0.0,148.70187500491738,148.00100000000072,148.70187500491738,148.70187500491738,1,,,0.17,3362.4324
avg_medium_2,average,suffix_tree,56,23.088236114134602,0.08954200893640518,0.08900000000267028,0.08954200893640518,23.177778123071008,1,,,0.14,5583971.2102
avg_medium_2,average,regex,56,0.0,2.158499992219731,2.1580000000014365,2.158499992219731,2.158499992219731,1,,,3.82,231642.3451
avg_medium_3,average,naive,39,0.0,664.1335420135874,661.7820000000023,664.1335420135874,664.1335420135874,1,,,0.25,752.8606
avg_medium_3,average,kmp,39,0.0,193.6031249933876,192.98700000000224,193.6031249933876,193.6031249933876,1,,,0.49,2582.6029
avg_medium_3,average,boyer_moore,39,0.0,268.81545898504555,268.30800000000113,268.81545898504555,268.81545898504555,1,,,0.74,1860.0121
avg_medium_3,average,rabin_karp,39,0.0,147.52029199735261,147.06699999999984,147.52029199735261,147.52029199735261,1,,,0.14,3389.3642
avg_medium_3,average,suffix_tree,39,23.088236114134602,0.11758299660868943,0.08700000000061436,0.11758299660868943,23.205819110743292,1,,,0.14,4252315.5084
avg_medium_3,average,regex,39,0.0,2.3678749857936054,2.3529999999993834,2.3678749857936054,2.3678749857936054,1,,,2.74,211159.7964
avg_medium_4,average,naive,55,0.0,660.5431250063702,656.8439999999996,660.5431250063702,660.5431250063702,1,,,0.25,756.9528
avg_medium_4,average,kmp,55,0.0,194.20708299730904,193.35200000000086,194.20708299730904,194.20708299730904,1,,,0.62,2574.5714
avg_medium_4,average,boyer_moore,55,0.0,127.12866702349856,126.72099999999986,127.12866702349856,127.12866702349856,1,,,0.99,3933.0232
avg_medium_4,average,rabin_karp,55,0.0,147.68345799529925,147.25899999999825,147.68345799529925,147.68345799529925,1,,,0.17,3385.6195
avg_medium_4,average,suffix_tree,55,23.088236114134602,0.2083329891320318,0.18999999999991246,0.2083329891320318,23.296569103266634,1,,,0.14,2400003.9652
avg_medium_4,average,regex,55,0.0,2.440916985506192,2.4399999999999977,2.440916985506192,2.440916985506192,1,,,3.8,204841.0507
avg_medium_5,average,naive,58,0.0,668.038208008511,666.7859999999984,668.038208008511,668.038208008511,1,,,0.25,748.4602
avg_medium_5,average,kmp,58,0.0,190.77225000364706,189.862999999999,190.77225000364706,190.77225000364706,1,,,0.64,2620.9263
avg_medium_5,average,boyer_moore,58,0.0,226.92637500585988,225.953999999998,226.92637500585988,226.92637500585988,1,,,1.04,2203.3578
avg_medium_5,average,rabin_karp,58,0.0,157.15204199659638,148.85699999999957,157.15204199659638,157.15204199659638,1,,,0.18,3181.6322
avg_medium_5,average,suffix_tree,58,23.088236114134602,0.20962499547749758,0.2099999999991553,0.20962499547749758,23.2978611096121,1,,,0.14,2385211.739
avg_medium_5,average,regex,58,0.0,2.3633340024389327,2.3640000000000327,2.3633340024389327,2.3633340024389327,1,,,3.91,211565.5254
avg_medium_6,average,naive,50,0.0,680.9714160044678,673.8700000000008,680.9714160044678,680.9714160044678,1,,,0.25,734.2452
avg_medium_6,average,kmp,50,0.0,189.5863340178039,188.76599999999755,189.5863340178039,189.5863340178039,1,,,0.58,2637.3209
avg_medium_6,average,boyer_moore,50,0.0,173.9676249853801,172.95599999999922,173.9676249853801,173.9676249853801,1,,,0.91,2874.098
avg_medium_6,average,rabin_karp,50,0.0,147.2152089991141,146.33200000000102,147.2152089991141,147.2152089991141,1,,,0.16,3396.3882
avg_medium_6,average,suffix_tree,50,23.088236114134602,0.24912500521168113,0.2480000000026905,0.24912500521168113,23.337361119346284,1,,,0.14,2007024.5441
avg_medium_6,average,regex,50,0.0,1.975833991309628,1.9740000000005864,1.975833991309628,1.975833991309628,1,,,3.51,253057.6973
avg_medium_7,average,naive,31,0.0,658.9685000071768,655.9489999999996,658.9685000071768,658.9685000071768,1,,,0.25,758.7616
avg_medium_7,average,kmp,31,0.0,195.1723339734599,199.6910000000014,195.1723339734599,195.1723339734599,1,,,0.43,2561.8385
avg_medium_7,average,boyer_moore,31,0.0,231.5277080051601,230.48800000000114,231.5277080051601,231.5277080051601,1,,,0.61,2159.5687
avg_medium_7,average,rabin_karp,31,0.0,148.53224999387749,147.80999999999977,148.53224999387749,148.53224999387749,1,,,0.12,3366.2723
avg_medium_7,average,suffix_tree,31,23.088236114134602,0.1676660031080246,0.16699999999758575,0.1676660031080246,23.255902117242627,1,,,0.14,2982119.1579
avg_medium_7,average,regex,31,0.0,2.386249980190769,2.387000000005912,2.386249980190769,2.386249980190769,1,,,2.37,209533.7891
avg_medium_8,average,naive,44,0.0,659.8047910083551,656.8889999999997,659.8047910083551,659.8047910083551,1,,,0.25,757.7999
avg_medium_8,average,kmp,44,0.0,189.11516599473543,188.22000000000116,189.11516599473543,189.11516599473543,1,,,0.53,2643.8916
avg_medium_8,average,boyer_moore,44,0.0,241.8102500087116,240.98000000000042,241.8102500087116,241.8102500087116,1,,,0.82,2067.737
avg_medium_8,average,rabin_karp,44,0.0,148.69020800688304,147.83400000000313,148.69020800688304,148.69020800688304,1,,,0.15,3362.6962
avg_medium_8,average,suffix_tree,44,23.088236114134602,0.13866700464859605,0.13699999999516876,0.13866700464859605,23.2269031187832,1,,,0.14,3605760.4422
avg_medium_8,average,regex,44,0.0,2.172083011828363,2.172000000001617,2.172083011828363,2.172083011828363,1,,,3.2,230193.7805
avg_medium_9,average,naive,59,0.0,663.5137499833945,660.7320000000029,663.5137499833945,663.5137499833945,1,,,0.25,753.5639
avg_medium_9,average,kmp,59,0.0,192.77220900403336,191.91800000000114,192.77220900403336,192.77220900403336,1,,,0.65,2593.7349
avg_medium_9,average,boyer_moore,59,0.0,177.446499990765,176.61100000000118,177.446499990765,177.446499990765,1,,,1.05,2817.7507
avg_medium_9,average,rabin_karp,59,0.0,148.14624999416992,147.33900000000233,148.14624999416992,148.14624999416992,1,,,0.18,3375.0432
avg_medium_9,average,suffix_tree,59,23.088236114134602,0.24112500250339508,0.240000000005125,0.24112500250339508,23.329361116637997,1,,,0.14,2073613.2496
avg_medium_9,average,regex,59,0.0,2.2609169827774167,2.245999999999526,2.2609169827774167,2.2609169827774167,1,,,4.02,221149.208
avg_short_0,average,naive,6,0.0,677.8360829921439,675.0380000000007,677.8360829921439,677.8360829921439,111,,,4.23,737.6415
avg_short_0,average,kmp,6,0.0,190.1486660062801,189.3000000000029,190.1486660062801,190.1486660062801,111,,,4.21,2629.5215
avg_short_0,average,boyer_moore,6,0.0,366.101791994879,364.4350000000003,366.101791994879,366.101791994879,111,,,4.18,1365.7404
avg_short_0,average,rabin_karp,6,0.0,147.04458398045972,146.42299999999864,147.04458398045972,147.04458398045972,111,,,0.07,3400.3293
avg_short_0,average,suffix_tree,6,23.088236114134602,1.5454590029548854,1.5450000000001296,1.5454590029548854,24.633695117089488,111,,,4.64,323528.4786
avg_short_0,average,regex,6,0.0,2.2457499871961772,2.245999999999526,2.2457499871961772,2.2457499871961772,111,,,5.05,222642.7709
avg_short_1,average,naive,5,0.0,682.4728750216309,679.5880000000025,682.4728750216309,682.4728750216309,709,,,25.49,732.6298
avg_short_1,average,kmp,5,0.0,191.07545801671222,190.17500000000354,191.07545801671222,191.07545801671222,709,,,25.46,2616.7672
avg_short_1,average,boyer_moore,5,0.0,344.98337502009235,343.53300000000075,344.98337502009235,344.98337502009235,709,,,25.44,1449.3452
avg_short_1,average,rabin_karp,5,0.0,148.95841700490564,148.14100000000252,148.95841700490564,148.95841700490564,709,,,0.07,3356.6415
avg_short_1,average,suffix_tree,5,23.088236114134602,9.211833996232599,9.107999999997674,9.211833996232599,32.3000701103672,709,,,12.74,54278.0081
avg_short_1,average,regex,5,0.0,2.6209999923594296,2.6200000000002888,2.6209999923594296,2.6209999923594296,709,,,26.29,190766.8834
avg_short_10,average,naive,10,0.0,660.2249580028001,655.7969999999998,660.2249580028001,660.2249580028001,3,,,0.31,757.3176
avg_short_10,average,kmp,10,0.0,190.5667909886688,189.57499999999783,190.5667909886688,190.5667909886688,3,,,0.32,2623.752
avg_short_10,average,boyer_moore,10,0.0,157.5795829994604,156.87100000000243,157.5795829994604,157.5795829994604,3,,,0.32,3172.9999
avg_short_10,average,rabin_karp,10,0.0,147.617208014708,146.84699999999395,147.617208014708,147.617208014708,3,,,0.08,3387.139
avg_short_10,average,suffix_tree,10,23.088236114134602,0.20245800260454416,0.20199999999448437,0.20245800260454416,23.290694116739147,3,,,0.21,2469647.994
avg_short_10,average,regex,10,0.0,2.263792004669085,2.263999999996713,2.263792004669085,2.263792004669085,3,,,1.23,220868.3479
avg_short_11,average,naive,7,0.0,654.4970409886446,651.8540000000002,654.4970409886446,654.4970409886446,63,,,2.42,763.9454
avg_short_11,average,kmp,7,0.0,188.22987499879673,187.29299999999682,188.22987499879673,188.22987499879673,63,,,2.41,2656.3265
avg_short_11,average,boyer_moore,7,0.0,372.8646249801386,371.62399999999707,372.8646249801386,372.8646249801386,63,,,2.38,1340.9693
avg_short_11,average,rabin_karp,7,0.0,148.20179098751396,147.37300000000175,148.20179098751396,148.20179098751396,63,,,0.08,3373.7784
avg_short_11,average,suffix_tree,7,23.088236114134602,0.6375839875545353,0.6300000000010186,0.6375839875545353,23.725820101689138,63,,,1.1,784210.4095
avg_short_11,average,regex,7,0.0,2.0659170113503933,2.05299999999653,2.0659170113503933,2.0659170113503933,63,,,3.25,242023.2745
avg_short_12,average,naive,5,0.0,688.4372080094181,685.9900000000039,688.4372080094181,688.4372080094181,917,,,32.84,726.2827
avg_short_12,average,kmp,5,0.0,191.69404200511053,190.80499999999745,191.69404200511053,191.69404200511053,917,,,32.81,2608.3231
avg_short_12,average,boyer_moore,5,0.0,389.0410829917528,387.6500000000007,389.0410829917528,389.0410829917528,917,,,32.78,1285.2113
avg_short_12,average,rabin_karp,5,0.0,148.28383398707956,147.42599999999584,148.28383398707956,148.28383398707956,917,,,0.07,3371.9117
avg_short_12,average,suffix_tree,5,23.088236114134602,10.486749990377575,10.354999999997005,10.486749990377575,33.57498610451218,917,,,15.28,47679.2143
avg_short_12,average,regex,5,0.0,2.7933749952353537,2.7940000000015175,2.7933749952353537,2.7933749952353537,911,,,33.47,178994.9437
avg_short_13,average,naive,7,0.0,670.8629160129931,668.1740000000004,670.8629160129931,670.8629160129931,93,,,3.58,745.3087
avg_short_13,average,kmp,7,0.0,194.61274999775924,193.7069999999963,194.61274999775924,194.61274999775924,93,,,3.57,2569.2047
